gene_symbol,gene_length_bp
LINC02724,2398
LOC101929538,10712
SENCR,1840
KCNJ5-AS1,4776
B4GAT1-DT,2713
DPP3-DT,3823
IUR1,3553
LOC124902709,1938
ARHGEF17-AS1,2102
MIR139,68
RNU7-105P,62
PDE2A-AS1,562
ARAP1-AS1,388
ARAP1-AS2,1824
RPS12P20,380
MIR4692,63
RNU6-672P,107
RPL15P16,615
FAT3,19640
RN7SL223P,294
CEP295,9452
SCARNA9,353
SNORA25,134
SNORA32,121
SNORD6,73
SNORA1,130
SNORA8,139
SNORD5,73
SNORA18,132
MIR1304,91
SNORA40,126
DCHS1-AS1,820
OR10A5,954
OR2D2,927
OR2D3,993
GVINP1,7271
GVINP2,2194
UBTFL1,1182
OR56B2,4068
LOC105369571,1177
LOC124902624,1204
LOC101927825,6867
LOC124902623,3971
OR52W1,963
SYT9-AS1,12805
MADD-AS1,536
MS4A2,4454
MS4A19P,361
LINC00301,535
CCDC86-AS1,491
CCDC86,3342
PTGDR2,2881
ZP1,2456
PRPF19-DT,1508
TMEM109-DT,513
SPATA19,898
IGSF9B,17862
MIR4697,78
LINC02730,2260
LINC02731,9059
BET1L,4273
IFITM3-AS1,4079
GATD1-DT,4139
TRIM51G,1510
ARHGAP32,12968
BARX2,3752
ZDHHC24,6547
ANKRD49,3176
TIMM10B,3041
CD3E,2732
TRIM29,10061
TREH,3182
RRM1,4233
B3GNT6,2913
CHRM4,3480
APOA1,1402
GLB1L2,7268
MS4A8,2572
HNRNPUL2,5562
SLC22A6,2394
CHRM1,3290
SBF2,29451
MMP13,2847
TPH1,5763
LRP4,8748
CRYAB,4821
LYVE1,3515
SLC22A10,5001
F2,3189
XNDC1N,7380
CREB3L1,4061
SLC22A9,3043
TEX12,1408
APOC3,3527
TOMT,4168
DEPDC7,3314
B4GAT1,2016
FDXACB1,3551
SPI1,4020
MAJIN,2324
OAF,2913
NXPE1,7261
ABTB2,4976
HPX,3735
SLC5A12,7571
B3GAT1,12633
ZFP91,6363
OLFML1,5012
CARD16,5652
MS4A15,2453
HEPACAM,4013
CNGA4,2758
SIDT2,9058
APOA5,3192
TMEM80,3908
RRP8,6921
C11orf65,4904
SCGB1A1,611
POLA2,12006
TRAF6,8149
USP2,4636
COMMD9,6613
MPEG1,4512
ZNF408,2952
ENDOD1,4782
SMPD1,2767
THRSP,1192
HBB,1410
RAB1B,2094
ARHGEF12,25081
TMPRSS5,2696
PRG2,2194
LMNTD2,2913
RNASEH2C,4972
SOX6,21439
TMEM109,3313
ZNF214,6180
SAA4,1485
PTS,3128
ZFPL1,3120
NLRP14,4359
AP5B1,6980
FOLR1,1723
ALDH3B1,7644
SMIM38,5682
IRAG1,7700
PKP3,3795
FAM89B,1469
NDUFC2,2347
RAD9A,4169
VSIG2,1491
MMP7,2423
FTH1,2004
ACY3,2174
SAXO4,2629
CD5,3157
DNAJB13,2780
CD6,5963
SLC1A2,22850
IFITM10,4802
CAPN1,7506
CASP1,5787
SORL1,19408
KLHL35,5203
PLAAT5,3293
NEU3,7315
OVOL1,3996
DRD2,4956
CHORDC1,11099
C11orf87,6090
SLC22A24,5026
TTC36,1044
FLRT1,5395
TMEM216,1879
EHD1,7160
TRIM6,3964
CRTAM,2860
DNAJC24,8578
KCNQ1,4920
RNF169,7905
UBE4A,6951
PLAAT3,3606
STX5,3572
FGF19,1978
MARK2,12015
CDC42EP2,2901
ABCG4,6231
CCKBR,2893
PPP1R14B,1659
ADAMTS8,4141
CSKMT,3188
OR52N2,1355
PCNX3,8032
CCND1,4774
TMEM223,2272
ZNRD2,1985
LDLRAD3,4577
BCL9L,10909
DCUN1D5,13089
GSTP1,1851
ARHGEF17,9921
TPCN2,7694
CCDC90B,6560
DLAT,7943
MAPK8IP1,3614
SHANK2,19989
RAB38,1462
ATP5MG,8495
TMX2,5140
VWCE,7438
HTATIP2,3606
ETS1,7403
MED19,1817
MSANTD4,9080
PLEKHA7,11076
ARL14EP,6215
CALCB,4759
PRPF19,2943
RPUSD4,4082
MRPL21,2825
MYRF,10905
CHEK1,5767
SYVN1,5936
MRPL49,3080
SPA17,5998
TUB,7043
RAB6A,5089
EIF3F,15136
WEE1,9313
UBXN1,2654
ANKRD13D,5927
ZNF215,6205
LRP5,6410
CYP2R1,4511
RPL27A,6872
CCDC15,5462
MRPL17,2673
PNPLA2,4131
PLCB3,5219
INCENP,6804
ACER3,23102
KCNJ1,11596
C2CD3,27209
MRPL16,2173
HIPK3,8281
ARL2,3823
EIF3M,7443
TMEM126A,3141
VWA5A,7047
ANO9,6346
KIF18A,5063
RPS13,2130
IGHMBP2,9715
PPP2R1B,6955
DYNC2H1,15012
FADS2,10814
UQCC3,2397
AQP11,3105
TRAPPC4,4839
IFITM3,2885
LARGE2,3984
KMT2A,31469
AASDHPPT,6056
CLP1,3780
MDK,2420
SNX15,4940
TIMM10,1426
GLB1L3,9041
BACE1,8716
DRC12,2516
REXO2,3768
PAAF1,8009
TMEM138,8592
CWC15,3865
KCNE3,4112
TIGD3,2206
DDIAS,5342
CADM1,11029
CCDC34,3244
ANO1,6393
PPP1CA,4084
FAM168A,8187
MRPL48,3830
CAPN5,6343
ARFIP2,5576
PANX1,2913
ZBED5,10835
TMEM9B,2828
JRKL,4056
SF1,5972
CHKA,4021
ZDHHC13,9055
TMEM41B,4278
SPCS2,3087
ART5,1737
CEP126,8200
TPP1,6502
PCF11,9966
HIKESHI,3463
BTBD18,4245
ZPR1,7071
HRAS,3530
FADD,1951
PPFIBP2,9904
GANAB,5032
GAL,1972
TALDO1,3068
AIP,3051
NUDT22,3721
ATG2A,7882
ANKRD42,6753
CTSC,24948
RBM14,6493
POLR2L,1158
CDK2AP2,2078
NARS2,16377
FADS1,10231
NUP160,8791
POLD3,5501
LAYN,3324
NPAT,9471
NADSYN1,16263
FAM111B,3868
GRIA4,10781
TESMIN,6089
HTR3A,2578
TAF1D,8079
HYLS1,3197
PUS3,2013
CENATAC,5111
LGR4,6386
CUL5,6582
THAP12,8804
TUT1,3542
DPF2,9177
PEX16,3166
SDHD,3067
CDC42BPG,6558
CCS,2142
STIP1,4690
LRFN4,3179
SSRP1,6371
SIK2,9836
PATL1,4523
SAAL1,3306
LDHC,2101
COA4,5266
DDX10,18064
VPS51,4880
CSTPP1,6885
RELT,9238
CPSF7,7121
RHOD,1367
FXYD6,8161
PHRF1,6954
TH,3499
KCTD21,4817
MAP3K11,10564
HSPB2,1418
BANF1,1691
ACP2,4768
TMEM218,8259
DIXDC1,8620
SIRT3,5645
MACROD1,2643
GAS2,5299
LTO1,7872
RIC8A,6697
ZNF195,11741
TSG101,4426
PRR5L,12744
KLC2,5759
CWF19L2,8434
RPS25,1796
SERGEF,3491
RPS6KB2,5822
DEAF1,7986
INTS4,13154
NOX4,6099
DDX25,11051
ESAM,3113
OSBP,5129
SIRAL1,4157
CTSF,4250
SRPRA,4174
ALKBH3,2413
RPS3,8192
ALG9,8266
TAGLN,9686
AAMDC,6269
FOLR2,2940
NUP98,13285
NUDT8,1483
HPS5,10796
GRAMD1B,15344
MED17,16610
SF3B2,9939
MRPL11,2572
MPPED2,8984
NRGN,1637
ALKBH8,5055
RHOG,2081
PGGHG,5637
TNNT3,3090
TLCD5,6172
BTBD10,6035
MAP4K2,7762
RBM4B,6710
CEP57,7390
CAPRIN1,9282
SLC29A2,3015
TMEM45B,5394
MRE11,7766
POLD4,3054
TTC12,6080
GAL3ST3,4034
TOP6BL,5259
MADD,8852
NDUFS8,5362
C2CD2L,9288
SYT12,11766
DPAGT1,6636
CYB561A3,11097
IL18,2941
C11orf24,4042
RNF121,3476
TBC1D10C,5867
NAT10,5314
CCDC82,21886
MPZL2,4822
P2RX3,4539
CD151,5009
APBB1,6286
ARFGAP2,6267
IMMP1L,4527
SNX32,3773
JAML,10051
ZW10,2947
SLC22A8,9445
DGKZ,10967
FOLR3,3200
INPPL1,7447
NFRKB,7188
AP2A2,14593
LAMTOR1,2724
TTC9C,3838
TMEM25,5531
MICAL2,23521
EFEMP2,6146
NNMT,4875
SERPINH1,9249
SMCO4,8207
TMEM258,4520
PLAAT2,738
SIAE,8092
CTTN,7961
MTCH2,3734
USP28,5815
RAB30,12887
ZFTA,5968
ELP4,27247
BIRC2,5167
KAT5,3827
CRACR2B,4883
ADAMTS15,6006
USP47,13773
PAFAH1B2,8667
SLC25A22,5880
KCNJ11,5056
RBM4,8336
BBOX1,2984
THYN1,2128
SERPING1,7516
SLC67A1,5550
ART1,5633
IL18BP,5851
TMEM179B,1558
TCP11L1,7818
SAA2,2681
RAPSN,1927
CELF1,10867
PRCP,23408
BRSK2,7026
EIF1AD,4260
TRIM44,13438
ATG16L2,8791
EMSY,11930
API5,4696
ANO5,19478
SCUBE2,8423
MAP6,6392
NUCB2,10513
PARVA,12702
PKNOX2,7754
PITPNM1,6612
SCN3B,10211
PACSIN3,5923
FOSL1,1887
CLMP,5639
PCSK7,22764
ME3,6362
EHF,8565
CSRP3,4090
TMPRSS4,10323
PC,9775
YAP1,6782
USP35,6163
GRK2,6733
PTDSS2,6180
BSCL2,8264
GTF2H1,7256
GNG3,5218
DUSP8,5509
BKGD,9118
ILK,3484
IL10RA,8831
SLC15A3,6949
STIM1,12048
CD81,8118
ACAD8,7206
TIRAP,7342
BUD13,2247
PDHX,3903
VPS11,6609
TMEM134,5908
ARAP1,11036
ARRB1,10301
UCP2,4318
DENND2B,15139
FOLH1,5451
KCNA4,4771
DDX6,12959
PAMR1,3997
B3GAT3,2407
CDKN1C,2563
PPP6R3,9451
ANGPTL5,2621
PGAP2,4306
FAU,1596
MYEOV,3337
GDPD5,10448
CFAP300,2649
BIRC3,7484
AMBRA1,7956
P4HA3,4035
SLC35C1,3875
ANAPC15,3756
STARD10,6985
SIK3,11783
DDB1,15775
TSSC4,3391
TKFC,8355
CSTF3,4518
MRPL23,10502
ARCN1,4240
FRMD8,4161
ZDHHC5,7025
BAD,2545
CYB5R2,8720
CAVIN3,1571
GPR137,4208
ROBO4,6671
C1QTNF4,2161
NAA40,5602
CDHR5,4168
TMEM135,10225
METTL15,7982
STX3,10298
FHIP1B,4842
POLR2G,1918
CAT,3743
CTNND1,16960
NAP1L4,11554
ATL3,7600
RDX,8956
SLC43A3,4948
CD3G,3836
CLPB,14667
CORO1B,6110
TSPAN18,7279
ASRGL1,4910
JHY,9056
PDGFD,4282
RBM7,7885
TP53I11,8814
DHCR7,7300
RASGRP2,6285
THY1,7449
KDM2A,10381
CLNS1A,14377
PAK1,9238
SLC35F2,3788
TSKU,6978
PTPN5,5572
FAM111A,7382
PIH1D2,3993
TRIM5,6477
BMAL1,9456
USH1C,4904
TRIM22,12620
OTUB1,5328
KCNJ5,6682
AMOTL1,10056
MCAM,8009
CEP164,15609
NCAPD3,18698
LRRC32,5508
WDR74,4398
VPS26B,6586
RCOR2,3246
B4GALNT4,4101
CASP5,4533
EXT2,22568
GALNT18,3921
DKK3,13117
TAF6L,3846
FBXO3,12491
BCO2,10041
PICALM,6620
LGALS12,3130
ZBTB16,18681
PLAAT4,3980
ACAT1,7249
UNC93B1,3552
SSH3,3676
PRDM11,14076
CTSW,1854
ELMOD1,5856
HMBS,5865
ATG13,8074
RELA,5457
FXYD2,7286
EEF1G,2767
HARBI1,4794
FCHSD2,5415
TBRG1,7155
CHST1,11209
STT3A,7472
PRDM10,6644
P2RY6,11838
RPLP2,3993
PHF21A,26419
VSTM5,3938
NXPE4,5565
SLN,1048
DGAT2,8007
WNT11,4657
TSPAN32,3804
ELF5,4913
C11orf21,4366
BRMS1,2521
NDUFS3,4521
RTN3,5996
SPTBN2,14690
CDON,20130
FNBP4,7844
EPS8L2,6986
TOLLIP,6619
INSC,3748
LRRN4CL,2374
SLC36A4,9709
MS4A6A,7732
GRM5,8727
MEN1,5170
CTSD,5923
PRMT3,5504
ST14,4172
TRIM21,2288
FERMT3,11636
MYO7A,10564
DPP3,4890
CARS1,10037
TRPT1,2779
PTPMT1,2740
TRPC6,5944
LSP1,7534
ZBTB44,11212
SIGIRR,5163
KBTBD4,3263
UCP3,3338
HINFP,10237
CNOT12,7719
PSMD13,4349
KBTBD3,6737
NELL1,7417
IFITM1,1805
JAM3,5504
PIK3C2A,9215
FDX1,3823
ADM,2591
CARNS1,5680
LMO1,1741
SLC37A2,6340
DNAJC4,2950
ACCS,5879
MRGPRF,4154
NDUFV1,5057
RAB3IL1,3497
HYOU1,7350
EML3,5779
SDHAF2,2248
NLRX1,5934
PRDX5,1003
PDE3B,14430
SPON1,5346
FEZ1,10153
APIP,6594
FLI1,8051
EI24,4962
FOXRED1,7667
NR1H3,4920
ESRRA,3902
DENND5A,21127
MOGAT2,4239
ZNF202,8867
ALG8,9726
TRMT112,1615
OSBPL5,7580
PRSS23,12070
ZNF143,5547
PSMA1,3971
PGM2L1,8886
ST3GAL4,11495
TMPRSS13,5369
HSD17B12,8950
PPFIA1,11749
E2F8,4243
SC5D,11849
UEVLD,5656
MS4A1,5555
RNF214,5919
SYTL2,11660
SWAP70,7197
SLCO2B1,10277
C11orf97,674
CPT1A,6753
FAM180B,1910
CEND1,1812
LRRC4C,6840
SLC25A45,7963
PRRG4,5854
PPP2R5B,4057
STK33,10880
RNF141,8510
KCNK4,3237
BBS1,6307
COPB1,7287
NUMA1,15663
TBCEL,11243
DDB2,4955
FIBP,3346
FEN1,2759
LRRC51,3697
PYGM,4757
IFTAP,10418
SLC43A1,4824
AKIP1,2750
CD82,6333
AMPD3,7796
EHBP1L1,7049
ACTN3,3509
CRY2,9211
P2RY2,13350
NKAPD1,5784
SYT7,7571
SLC39A13,5540
CKAP5,9391
SPINDOC,2762
LRRC56,5079
VPS37C,6453
SIPA1,6775
FAR1,9164
LMO2,2936
CD44,10022
LDHA,6334
UVRAG,7481
CD59,11616
ZBTB3,4904
BDNF,10330
TMEM123,4616
TRIM68,4316
FADS3,6669
TTC17,11299
APLP2,7682
MS4A6E,1653
PHLDB1,23407
RPS6KA4,3972
GRIK4,7617
MS4A4A,6505
VEGFB,2226
TRIM34,3093
PPME1,8131
RIN1,5614
ARHGAP1,7175
IPO7,7242
PSMC3,2316
CHID1,7908
NXF1,6230
SYT8,4735
TM7SF2,3468
DAGLA,6532
MS4A7,5844
HOATZ,3311
ATM,39841
DCPS,7913
RRAS2,3474
MUS81,5673
CCDC88B,8350
RASSF7,2792
IRF7,2821
LTBP3,11524
C11orf58,10375
HSPA8,4859
MS4A12,2000
SCYL1,4330
TSPAN4,10552
SLC3A2,6568
PELI3,6561
RCN1,4575
SART1,4632
RNH1,8811
ADARB2,10567
CHCHD3P1,676
HSP90AB7P,2454
MTND1P37,264
HMGN1P20,300
ACBD7,3546
MTND2P16,799
CKS1BP2,240
CUBN,13264
ZNF33BP1,1834
ARMC3,6999
RPP38-DT,1714
ACTR3BP5,1479
PABPC1P12,2175
RPS24P13,397
ZNF37CP,241
PLXDC2-AS1,499
RPS4XP11,772
MALRD1,7751
ST8SIA6,7063
GDF2,3309
CHEK2P5,246
FXYD6P1,285
CICP9,1913
HNRNPRP1,1695
AMD1P1,922
FTLP19,394
ZNF33CP,2030
PTF1A,1637
RPL36AP55,305
HIRAP1,787
CTSLP2,394
EIF3LP2,807
MKX-AS1,909
ENKUR,4076
GPN3P1,535
MRPS35P3,709
UBE2V2P1,398
MYL6P3,432
PHYHIPL,4040
NAMPTP1,2514
RBP3,4290
TATDN1P1,891
SNRPEP8,260
YWHAZP3,738
RPL31P44,377
LOC100421870,761
NEK4P3,544
MRPS21P5,231
PRELID1P3,643
JCAD,9574
THAP12P3,2266
DKK1,2221
GRID1-AS2,2619
NUTM2A,5082
LINC01520,1525
MINPP1,3017
FARSBP1,1778
RPS3AP5,821
PPIAP30,519
FAM133CP,704
GRID1,6232
LINC02671,2786
RSU1P3,835
WARS2P1,537
EIF2S2P3,999
NPAP1P3,1586
ARHGAP19-SLIT1,4089
SDHCP2,501
ABCD1P2,1601
NPM1P26,738
LINC02628,862
MKNK2P1,628
EIF4A1P8,1190
CYP26C1,4378
DBF4P1,1892
RPL17P34,555
LOC112268065,800
RPA2P2,796
SMARCE1P7,485
RPLP1P10,339
EXOC6,6487
BICC1,6835
RPL7AP50,795
KSR1P1,240
RPL7P37,738
NHP2P1,462
TLK2P2,2240
LINC01514,1760
MRPL35P2,511
RPS2P36,831
RPL17P35,549
DNTT,1959
MAPKAPK5P1,1376
MTND5P17,1603
COX7CP4,193
SNRPGP6,220
ZNF248-AS1,826
YWHAZP5,730
MTND4P18,465
TOMM22P5,439
CSTF2T,4110
CYP2C61P,290
RPL21P91,479
RPS6P15,751
PHB2P1,890
IGKV1OR10-1,329
PNLIPRP3,2374
HMGN2P34,269
XIAPP1,600
LYZL1,1132
PTGES3P5,434
AGAP9,2387
CYP26A1,2964
RAD1P1,813
RPL17P36,549
CFAP58,3491
ANXA2P3,1008
LINC02624,2541
TMEM26,6839
BTF3P15,336
RPL19P16,588
RPS8P4,627
HMX3,2847
DUX4L24,1269
BTBD16,2413
FRG2B,2097
SLC25A18P1,454
DUX4L28,678
NTAN1P1,646
LINC01153,2864
TXNP1,371
LINC02661,794
NKX1-2,3211
DUX4L14,1267
DUX4L20,1269
RARRES2P2,485
DUX4L25,1269
DUX4L23,1269
SAR1AP2,594
AGGF1P2,2106
WDR11,10707
DUX4L15,1267
DUX4L29,679
DUX4L21,1269
FOXI2,3264
RPS10P18,495
GPR26,10306
DUX4L11,1267
YBX2P1,760
CLUHP5,774
ARMS2,818
DUX4L10,1267
PPIAP38,483
DUX4L12,1267
HMGB3P8,577
NIP7P1,512
DUX4L22,1269
DUX4L13,1267
RPS26P39,341
BTBD7P2,620
NRG3,5192
GPR158,7989
PPIAP31,495
EMX2,3261
GAPDHP45,349
RPL34P19,342
PTCHD3P1,537
HMGB1P7,612
RNU6-576P,102
MIR6078,100
RNU6-163P,106
RNU6-889P,103
MIR6072,71
RNA5SP299,116
RNA5SP300,107
RNU6-1212P,104
LOC124902595,217
RNA5SP303,130
MIR511,87
RNU6-1141P,107
RNU6ATAC39P,149
MIR4480,71
MIR4481,60
MIR548Q,100
LOC124900299,117
RN7SKP219,296
RN7SKP37,296
RNA5SP306,107
RNU6-413P,107
RNA5SP304,104
RN7SKP132,208
MIR604,94
LOC124902571,76
MIR938,83
RNU6-908P,94
RNU6-632P,64
RN7SL825P,295
RN7SKP220,288
RNU7-22P,61
RN7SL398P,298
LOC124900298,128
RNU6-795P,103
RNU6-1170P,106
RNA5SP312,116
MIR605,83
RNA5SP318,92
RN7SKP196,345
LOC124900300,69
RNU6-543P,108
MIR3924,81
MIR1296,92
MIR4676,72
RN7SL840P,284
RNU6-325P,105
RNU6-478P,110
RN7SKP238,249
RNA5SP322,119
MIR346,95
RNU6-129P,107
MIR4678,74
RNA5SP324,108
RNU2-43P,190
MIR4482,70
RN7SKP278,342
RNA5SP326,110
RNU5B-6P,68
RNU6-463P,107
RNU4-5P,135
RNU6-1165P,107
RNU2-59P,191
RNU6-839P,108
MIR3158-1,81
MIR3158-2,81
MIR609,95
RNU6-728P,104
MIR378C,81
MIR3941,103
LINC01165,1623
MIR146B,73
C10orf95,1469
RPL23AP58,469
RNU6-43P,107
EIF4BP2,1794
LUZP4P1,344
RNU6-15P,107
LINC03089,841
RPL9P21,505
RNU6-740P,105
DDX18P6,1997
RPL35AP24,330
SNORA74C-2,201
RNA5SP317,116
SLC9A3P3,2229
SLC9A3P1,1685
DYNC1I2P1,1838
LINC02621,706
LOC283045,2920
RN7SL591P,292
LOC124902436,3965
ALDH7A1P4,178
MIR4297,76
EBF3-AS1,1053
RPL21P16,483
LINC01561,2176
PLPP4,3722
MIR4675,77
MTND1P21,285
MRM3P1,560
MIR1915,80
SKIDA1,6703
RNU6-306P,107
NPS,1231
PRKG1,12931
LOC124900293,141
RNU6-946P,107
RNU6-490P,107
RNU2-24P,143
RNU7-12P,62
RPL7AP8,804
RPAP2P1,1168
RNU6-1274P,107
MIR607,96
HMGN2P35,270
SLIT1,9142
CALML5,874
CALML3,1811
RN7SL445P,293
NRBF2P5,788
RPL12P28,489
RNA5SP323,133
PDE6C,3361
LGI1,15449
RAB11AP1,646
RPSAP7,885
HSPA14,2502
RPS15AP29,400
MARCKSL1P1,541
ST13P13,1092
RPEL1,2130
RNU11-3P,133
MIR1307,149
HDAC1P1,1445
RNU6-657P,107
CTBP2P2,1334
TUBB8,2874
DDX20P1,716
RNA5SP297,113
RNA5SP298,111
RN7SL754P,266
ATP5MC1P8,294
KCNMA1-AS1,7061
COX6CP15,211
RNA5SP321,111
KCNMA1-AS3,2125
RN7SL453P,329
FAM25C,352
RPL7P34,712
LIPF,2348
NAPGP1,719
KRT8P38,1430
RCBTB2P1,1462
LIPM,1511
LIPN,5627
RNU6-598P,105
EEF1A1P39,250
DNM1P17,426
GOLGA2P6,2049
RN7SL241P,236
MIR7162,69
NIFKP1,889
CCND3P1,580
HNRNPA1P32,963
RN7SL63P,304
SNRPGP12,213
HMGB3P5,612
RNU6-571P,107
MED28P1,571
ACTBP14,1089
RPS12P17,377
HSPA12A,21113
RNU6-883P,107
RPS26P41,284
SYNPO2L,5104
BMS1P4-AGAP5,3810
BMS1P4,1332
RNA5SP320,124
POFUT4,4925
CHCHD1,1483
ZSWIM8,7929
ZSWIM8-AS1,1460
CAMK2G-AS1,445
RPL35AP23,330
SNORA74C-1,201
MSMB,926
RPL23AP61,466
LINC00200,5823
RPS15AP28,386
ATP5MC1P7,400
TMEM256P1,340
MTATP6P23,476
MTCO2P23,680
MTCO1P23,1526
MTND2P15,892
MTND1P20,950
RNU6-666P,107
RNU6-452P,107
LINC02673,1395
FAM210CP,574
TRIAP1P1,225
PTCHD3,3595
RPL11P4,436
RN7SL644P,259
CALM2P2,440
RPS25P9,252
RNA5SP309,106
SPTLC1P1,261
LOC100505502,1251
RPS15AP5,388
HPS6,2688
LDB1,3776
ELOVL3,1400
AK3P5,519
MTND4LP11,280
RPL7AP53,793
PITRM1-AS1,4370
RNU6-687P,89
NEFMP1,1006
MIR548F1,84
GAPDHP21,1010
RNY3P12,102
LOC642361,1701
NPAP1P2,1234
PGGT1BP2,1028
BMS1P21,365
SFTPD-AS1,5001
ZNRF2P3,374
DPY19L2P5,331
C1DP3,423
RPL22P18,377
MACROH2A2,14988
NPFFR1,9249
EPC1,11286
MSANTD7,4763
NUTM2D,6933
MXI1,5907
HECTD2,11550
IFIT6P,1194
IFIT1B,1972
IFIT1,4614
LOC124902572,132
RPL15P14,636
RNU6-805P,106
SNX19P4,568
RNA5SP305,119
RN7SKP241,291
PRPF38AP2,851
STAM-DT,2595
TMEM236,5515
RNA5SP310,116
HNRNPA1P33,561
RNU6-697P,107
MIR7152,54
RNU7-38P,60
TPRX1P1,319
RPS12P18,270
MBL3P,644
SFTPA3P,367
LINC02679,687
BEND3P3,2440
RNU6-780P,104
WAPL-DT,3058
CYP2C58P,475
RPL7AP52,790
MTND4P20,869
CYP2C59P,269
CYP2C60P,139
PAWRP1,565
RPS3AP36,775
MIR1287,90
MIR4685,69
LINC02620,1013
SORCS3,5575
MIR4682,80
NACAP2,624
CH25H,1689
IFIT3,5067
MAPK6P6,1053
RPL21P89,467
RNU7-107P,61
SHQ1P1,1544
RPS26P38,348
RN7SL78P,281
KLLN,4376
RPL11P3,523
LOC124900295,78
ARID5B,8760
RPL26P6,438
MSS51,2423
MIR608,100
TWNK,4135
IFIT2,4326
MIR8086,93
MPP7-DT,843
ZNF101P1,1720
LOC124902596,213
RPSAP10,878
RN7SKP39,322
RNU4ATAC6P,126
TPRKBP1,481
RNU6-1067P,107
RNU6-270P,105
RPL5P28,693
UTF1,1214
MIR202,110
ZNF511-PRAP1,1044
BANF1P2,264
MIR3944,108
HMGB1P50,607
CHAT,6588
SLC18A3,2411
EIF5AL1,3908
HMX2,1614
FAM107B,7019
SFR1,1806
FGF8,1443
RNU1-19P,165
BMS1P3,932
AGAP11,6833
FAM25A,357
RNU6-529P,104
RN7SL733P,329
TECTB,3935
MIR6715B,77
MIR6715A,79
ARL6IP1P2,563
RNU6-811P,107
RN7SL314P,292
TMEM161BP1,1457
VN1R53P,957
CEP57L1P1,1201
NODAL,2086
YY1P1,668
CTAGE7P,2436
PPIAP32,472
RPL6P24,864
RNA5SP301,121
MIR107,81
MIR5100,119
RNU6ATAC11P,125
RPL5P26,877
COX6CP17,185
RNU6-535P,107
RN7SKP167,285
MIR5699,90
CTNNA3,16452
RPL7AP51,760
MIR7151,60
AKR1B10P1,942
RPL21P92,476
RNU6-1250P,107
RN7SL394P,291
DNAJC19P1,319
RNU6-523P,54
RPL12P8,580
RPS3AP38,763
RN7SL220P,300
POU5F1P5,658
AGAP5,3061
FAM25G,473
ADAM12,9882
LIPK,1303
SFMBT2,10609
SNORD3J,190
RNU7-193P,65
LOC100130881,1962
CAP1P2,1409
RPL21P88,436
MIR3157,85
RNU6-271P,105
NPM1P25,854
RPS26P40,294
TBATA,4218
TLX1,2626
CALHM1,3212
CALHM3,1652
SH3PXD2A-AS1,2217
RN7SL524P,300
MED6P1,713
MLDHR,96
RNA5SP311,116
OPN4,4275
OR6L2P,925
OR7M1P,533
OR6L1P,910
RN7SKP202,330
ATOH7,1519
LINC02640,561
KRT19P4,943
EIF3LP3,822
FXYD6P2,288
TACR2,2922
CAMK1D,8680
JMJD1C,11155
RPL7P35,740
MYPN,8477
JAKMIP3,14669
NUTM2E,6588
LRRTM3,6341
TAF3,11462
RN7SKP288,268
RNA5SP327,101
MIR4680,66
RPL13AP6,612
MIR548E,88
ADRA2A,3879
EGR2,3707
BMS1P7,1052
FRMPD2,8617
RPS6P14,719
COX7BP6,242
RPL13AP19,584
LINC02635,1201
MIR3611,83
LOC124901190,60
ATP6V1G1P4,335
PTCD2P2,1095
MIR4679-2,77
MIR4679-1,75
CELF2-AS2,4855
CELF2-AS3,430
SNORA11F,128
EIF4A2P2,1070
RNU6-833P,107
CFAP70,7664
RNU1-65P,148
HMGN2P8,268
GPR15LG,825
LRIT2,3056
RGR,4942
LRIT1,2386
RPL12P29,457
TNPO1P1,1138
CACYBPP1,684
ADIPOR1P1,1074
PSME2P6,327
RPL31P45,356
COMMD3-BMI1,1904
ADRB1,3039
RNU6-709P,104
UBE2V1P5,405
MIR2110,75
AURKAP2,333
RNU6-794P,64
RNU6-1167P,94
RN7SL248P,329
SH3PXD2A,12035
EPC1-AS2,383
EPC1-AS1,265
RNU6-1244P,108
C1DP1,402
MIR4483,62
LOC124900297,132
PLEKHS1,5904
LOC124902573,141
IDI1,4294
LOC103344931,4237
RPS15AP30,390
RNU7-165P,60
LYZL2,818
DDX10P1,1933
OTUD1,3303
NUP35P1,947
MIR603,97
RPL23P11,411
LINC02629,631
ELOBP4,296
RPL37P18,243
RPS12P16,407
SS18L2P1,213
RNU6-847P,108
RNU6-193P,107
PRDX2P2,587
ANKRD30A,5284
RN7SL384P,298
RPL5P25,775
SNRPGP5,220
BTBD7P1,1453
RPL36AP36,301
RNU6-6P,107
RBISP1,303
LOC105376429,1248
RNA5SP302,100
OR7E110P,574
OR7E115P,1024
FAS,29313
IL2RA,3962
RPL32P23,405
RN7SKP78,318
MIR3155A,82
MIR3155B,56
SDCBPP1,890
RNU6-1231P,103
PTGES3P4,356
BORCS7-ASMT,2670
LOC124902567,99
RPL22P17,315
SLC29A3,6216
MIR936,98
ACSM6,2808
MIR4294,76
FAM170B,1414
LRRC18,1814
MTND4P19,478
TACC1P1,1454
MTND1P18,573
PNLIPRP1,4986
RPL5P27,881
RNU6-1266P,105
IMPDH1P5,1540
RN7SL284P,275
H2AZP5,382
GNAI2P2,916
NUTM2B,5081
RNU6-1090P,94
PNLIP,1539
PNLIPP1,675
PNLIPRP2,1569
SCART1,8592
LIPJ,4528
NKX2-3,2088
